categoryid,parentid,root_categoryid,depth,view_session_count,cart_session_count,converted_session_count,viewing_visitor_count,distinct_transaction_count,session_conversion_rate,conversion_wilson_low_95,conversion_wilson_high_95,sibling_conversion_median,sibling_conversion_gap,category_opportunity_score,meets_sample_threshold,is_opportunity_candidate,eligible_sibling_count,data_origin
1626,340,140,4,755,50,13,668,16,0.017218543046357615,0.010089789872462621,0.029235234444303565,0.014409735560301777,-0.002808807486055838,0.0,true,false,2,real
940,568,140,3,10,0,0,10,0,0.0,0.0,0.2775327998628892,0.01088646967340591,0.01088646967340591,0.1088646967340591,false,false,2,real
129,568,140,3,10,2,1,9,1,0.1,0.01787621309507289,0.4041500267952385,0.01088646967340591,-0.0891135303265941,0.0,false,false,2,real
633,568,140,3,1929,96,42,1555,47,0.02177293934681182,0.01614812837654407,0.029298671421660698,0.01088646967340591,-0.01088646967340591,0.0,true,false,2,real
1681,568,140,3,351,9,0,329,2,0.0,0.0,0.010825845529609501,0.01088646967340591,0.01088646967340591,3.8211508553654743,true,false,2,real
1503,580,1600,3,2554,102,33,2126,36,0.012920908379013312,0.009215139836769831,0.018089702916422108,0.012989663811499783,6.875543248647045e-05,0.17560137457044553,true,false,6,real
1207,580,1600,3,196,11,3,167,3,0.015306122448979591,0.005218879779228866,0.04402745218196985,0.012989663811499783,-0.002316458637479809,0.0,false,false,6,real
1205,580,1600,3,5916,270,91,4523,114,0.015382014874915483,0.012545785085803856,0.01884719395146179,0.012989663811499783,-0.0023923510634157007,0.0,true,false,6,real
1498,580,1600,3,1455,41,19,1205,21,0.013058419243986255,0.008375677954296043,0.020305614702767694,0.012989663811499783,-6.875543248647219e-05,0.0,true,false,6,real
781,580,1600,3,44,0,0,41,1,0.0,0.0,0.08029560375848066,0.012989663811499783,0.012989663811499783,0.5715452077059904,false,false,6,real
876,580,1600,3,1748,35,14,1483,16,0.008009153318077803,0.004776870569686395,0.013399122845910234,0.012989663811499783,0.004980510493421979,8.705932342501619,true,false,6,real
1073,580,1600,3,2085,77,22,1643,28,0.010551558752997603,0.0069783998248361765,0.015924946247059667,0.012989663811499783,0.00243810505850218,5.083449046977045,true,false,6,real
1179,580,1600,3,2010,90,31,1674,35,0.015422885572139304,0.010886436732848436,0.021808023167312177,0.012989663811499783,-0.002433221760639521,0.0,true,false,6,real
752,630,679,2,30,0,0,29,0,0.0,0.0,0.11351339317396876,,,0.0,false,false,0,real
233,630,679,2,129,0,0,121,0,0.0,0.0,0.028917619956878256,,,0.0,false,false,0,real
1662,630,679,2,75,0,0,69,0,0.0,0.0,0.04872384248280587,,,0.0,false,false,0,real
103,630,679,2,28,3,0,27,3,0.0,0.0,0.12064330476584562,,,0.0,false,false,0,real
1217,630,679,2,91,1,1,89,1,0.01098901098901099,0.0019424713318492136,0.05964935668650616,,,0.0,false,false,0,real
92,653,653,1,13,0,0,13,0,0.0,0.0,0.22809537235419838,0.008684100238560897,0.008684100238560897,0.11289330310129166,false,false,2,real
337,653,653,1,1288,37,9,1132,11,0.006987577639751553,0.003680507917454535,0.013226720652708338,0.008684100238560897,0.001696522598809344,2.185121107266435,true,false,2,real
768,653,653,1,6,0,0,6,0,0.0,0.0,0.39033428790216534,0.008684100238560897,0.008684100238560897,0.05210460143136538,false,false,2,real
998,653,653,1,289,7,3,259,4,0.010380622837370242,0.0035365088021083063,0.030070272356293237,0.008684100238560897,-0.0016965225988093448,0.0,true,false,2,real
695,959,140,4,385,16,4,359,5,0.01038961038961039,0.004047527306971138,0.02640565239410225,0.01038961038961039,0.0,0.0,true,false,1,real
832,959,140,4,55,0,0,53,0,0.0,0.0,0.06528490111708637,0.01038961038961039,0.01038961038961039,0.5714285714285714,false,false,1,real
992,1008,679,3,175,9,3,163,3,0.017142857142857144,0.005846959716983151,0.04918199657531113,0.012942779291553134,-0.00420007785130401,0.0,false,false,1,real
202,1008,679,3,1468,47,19,1253,21,0.012942779291553134,0.008301370517572612,0.020126595395426872,0.012942779291553134,0.0,0.0,true,false,1,real
1623,1066,1532,3,1789,50,25,1617,27,0.013974287311347122,0.009483201672156763,0.020548153613497037,0.013974287311347122,0.0,0.0,true,false,5,real
793,1066,1532,3,559,36,9,324,15,0.016100178890876567,0.008493036242869076,0.030312667349858304,0.013974287311347122,-0.002125891579529445,0.0,true,false,5,real
655,1066,1532,3,481,18,4,423,7,0.008316008316008316,0.003238549304388794,0.02118481343669515,0.013974287311347122,0.005658278995338805,2.7216321967579655,true,false,5,real
572,1066,1532,3,1390,87,26,1211,36,0.01870503597122302,0.012796391960360573,0.0272665997574641,0.013974287311347122,-0.004730748659875899,0.0,true,false,5,real
260,1066,1532,3,43,3,2,35,3,0.046511627906976744,0.012849260094380229,0.15455498004063967,0.013974287311347122,-0.03253734059562962,0.0,false,false,5,real
167,1066,1532,3,2255,22,9,2063,9,0.003991130820399113,0.0021011824079386118,0.0075681366739314415,0.013974287311347122,0.009983156490948008,22.512017887087758,true,false,5,real
1431,1066,1532,3,182,7,4,161,5,0.02197802197802198,0.008579231487716645,0.055138837106004146,0.013974287311347122,-0.008003734666674858,0.0,false,false,5,real
533,1299,1532,2,1245,3,2,1167,2,0.001606425702811245,0.00044065046695287427,0.0058383361612609035,0.001606425702811245,0.0,0.0,true,false,3,real
416,1299,1532,2,1093,14,6,993,10,0.0054894784995425435,0.002518233381162499,0.011924563883016957,0.001606425702811245,-0.0038830527967312987,0.0,true,false,3,real
480,1299,1532,2,7,0,0,7,0,0.0,0.0,0.3543304350666874,0.001606425702811245,0.001606425702811245,0.011244979919678716,false,false,3,real
20,1299,1532,2,38,0,1,17,1,0.02631578947368421,0.004660587685768785,0.13494876115952129,0.001606425702811245,-0.024709363770872964,0.0,false,false,3,real
594,1299,1532,2,4,0,0,4,0,0.0,0.0,0.4898908364545973,0.001606425702811245,0.001606425702811245,0.00642570281124498,false,false,3,real
1121,1299,1532,2,513,3,0,451,1,0.0,0.0,0.007432567096028627,0.001606425702811245,0.001606425702811245,0.8240963855421687,true,false,3,real
1670,1458,140,3,342,17,5,279,6,0.014619883040935672,0.006260481502135062,0.03376207353765964,0.018046184980298783,0.0034263019393631113,1.171795263262184,true,false,4,real
844,1458,140,3,5486,284,104,4249,124,0.018957345971563982,0.015670825750086846,0.022917075268497587,0.018046184980298783,-0.0009111609912651995,0.0,true,false,4,real
302,1458,140,3,1459,92,25,1235,32,0.017135023989033583,0.011632969728876659,0.025173109628554013,0.018046184980298783,0.0009111609912651995,1.3293838862559262,true,false,4,real
1384,1458,140,3,3982,268,100,3116,116,0.025113008538422903,0.020691659037196743,0.030449727524878276,0.018046184980298783,-0.00706682355812412,0.0,true,false,4,real
1347,1458,140,3,50,2,1,37,1,0.02,0.003539259271646236,0.10495443589637815,0.018046184980298783,-0.0019538150197012175,0.0,false,false,4,real
1457,1486,140,2,19,0,0,18,0,0.0,0.0,0.16817922405261626,0.0030303030303030303,0.0030303030303030303,0.05757575757575758,false,false,1,real
131,1486,140,2,330,2,1,317,1,0.0030303030303030303,0.0005351233237087805,0.01696258005120837,0.0030303030303030303,0.0,0.0,true,false,1,real
224,1487,140,3,1797,133,64,1556,69,0.035614913745130775,0.0279888225199272,0.045222207898615224,0.025,-0.010614913745130773,0.0,true,false,3,real
331,1487,140,3,874,18,10,766,12,0.011441647597254004,0.006226572308011872,0.02093261296528692,0.025,0.013558352402745997,11.850000000000001,true,false,3,real
705,1487,140,3,240,15,6,219,7,0.025,0.011506964485998254,0.05345925945848262,0.025,0.0,0.0,true,false,3,real
1040,1516,1600,4,985,89,27,844,37,0.027411167512690356,0.018905964047735088,0.03958820435988472,0.027411167512690356,0.0,0.0,true,false,1,real
276,1516,1600,4,179,10,3,165,3,0.01675977653631285,0.005715931246561996,0.04810916336912514,0.027411167512690356,0.010651390976377507,1.9065989847715736,false,false,1,real
1223,1651,1579,2,144,0,0,135,0,0.0,0.0,0.025983637143036746,,,0.0,false,false,0,real
1283,1651,1579,2,97,0,0,91,0,0.0,0.0,0.03809404252594769,,,0.0,false,false,0,real
328,54,1224,3,40,2,1,38,1,0.025,0.004426831502681404,0.1288136896347409,,,0.0,false,false,0,real
612,54,1224,3,41,3,1,39,1,0.024390243902439025,0.004318531568912406,0.1259506205577423,,,0.0,false,false,0,real
251,194,1579,3,57,0,0,47,0,0.0,0.0,0.06313883485297894,0.0,0.0,0.0,false,false,1,real
863,194,1579,3,177,0,0,162,0,0.0,0.0,0.021242135767677948,0.0,0.0,0.0,false,false,1,real
1084,194,1579,3,388,0,0,365,0,0.0,0.0,0.00980360483613851,0.0,0.0,0.0,true,false,1,real
537,229,140,4,344,8,1,284,4,0.0029069767441860465,0.0005133372181277039,0.016280114719714158,0.00774939603211401,0.004842419287927963,1.6657922350472194,true,false,2,real
419,229,140,4,40,0,0,39,0,0.0,0.0,0.08762160119728664,0.00774939603211401,0.00774939603211401,0.3099758412845604,false,false,2,real
1598,229,140,4,953,50,12,837,14,0.012591815320041973,0.00721750948774128,0.021879744361405985,0.00774939603211401,-0.004842419287927963,0.0,true,false,2,real
1558,323,140,3,3602,100,31,3247,38,0.008606329816768461,0.006069793234426166,0.012189872247990204,0.008606329816768461,0.0,0.0,true,false,1,real
424,341,140,4,155,6,1,144,1,0.0064516129032258064,0.0011397773831429885,0.03563562662072084,,,0.0,false,false,0,real
1511,409,140,2,4731,169,46,4008,56,0.009723102938068062,0.007297746813476535,0.012943999326121839,0.009723102938068062,0.0,0.0,true,false,1,real
1667,409,140,2,12,0,0,12,0,0.0,0.0,0.24249400665524087,0.009723102938068062,0.009723102938068062,0.11667723525681674,false,false,1,real
1362,587,791,2,132,8,1,119,1,0.007575757575757576,0.0013385613550180315,0.041663471098156976,0.008249899671903014,0.0006741420961454379,0.08898675669119781,false,false,4,real
1255,587,791,2,1065,43,10,827,13,0.009389671361502348,0.005108185279066849,0.017197703610197977,0.008249899671903014,-0.0011397716895993337,0.0,true,false,4,real
60,587,791,2,12,2,0,12,0,0.0,0.0,0.24249400665524087,0.008249899671903014,0.008249899671903014,0.09899879606283617,false,false,4,real
851,587,791,2,120,7,2,110,2,0.016666666666666666,0.004582564565921141,0.058735962972158905,0.008249899671903014,-0.008416766994763653,0.0,false,false,4,real
1161,587,791,2,52,2,0,47,0,0.0,0.0,0.06879223612386234,0.008249899671903014,0.008249899671903014,0.4289947829389567,false,false,4,real
1504,587,791,2,484,23,2,402,3,0.004132231404958678,0.0011339392965337503,0.014939845903375323,0.008249899671903014,0.004117668266944336,1.9929514412010587,true,false,4,real
1569,587,791,2,28,2,1,25,1,0.03571428571428571,0.006332519849037753,0.1771219774335332,0.008249899671903014,-0.0274643860423827,0.0,false,false,4,real
769,587,791,2,6329,182,45,5179,52,0.007110127982303681,0.005318255091012508,0.009499968202733005,0.008249899671903014,0.0011397716895993329,7.213615023474178,true,false,4,real
1680,587,791,2,3024,102,40,2336,50,0.013227513227513227,0.009729103874493262,0.01796107077994499,0.008249899671903014,-0.004977613555610213,0.0,true,false,4,real
1133,602,791,2,15,0,0,13,0,0.0,0.0,0.20388330103584862,0.0118796992481203,0.0118796992481203,0.17819548872180452,false,false,2,real
794,602,791,2,20,0,0,19,0,0.0,0.0,0.16112515805281938,0.0118796992481203,0.0118796992481203,0.23759398496240602,false,false,2,real
227,602,791,2,1750,89,35,1450,37,0.02,0.014415429175977162,0.027687269702144975,0.0118796992481203,-0.0081203007518797,0.0,true,false,2,real
1533,602,791,2,532,13,2,471,2,0.0037593984962406013,0.0010315687915163469,0.013602347064774407,0.0118796992481203,0.0081203007518797,4.32,true,false,2,real
176,713,395,3,665,13,5,558,6,0.007518796992481203,0.0032157327493135303,0.017478945545748324,0.003973509933774834,-0.003545287058706368,0.0,true,false,5,real
1344,713,395,3,2265,53,9,1834,11,0.003973509933774834,0.0020918996277149438,0.00753480158394528,0.003973509933774834,0.0,0.0,true,false,5,real
706,713,395,3,1515,6,1,1373,2,0.0006600660066006601,0.00011652736204737453,0.003729469062905189,0.003973509933774834,0.0033134439271741744,5.0198675496688745,true,false,5,real
1617,713,395,3,113,3,0,93,0,0.0,0.0,0.03287753216595198,0.003973509933774834,0.003973509933774834,0.44900662251655626,false,false,5,real
1407,713,395,3,1039,39,13,833,17,0.012512030798845043,0.007326512456247461,0.021289015405907722,0.003973509933774834,-0.008538520865070207,0.0,true,false,5,real
1312,713,395,3,1374,27,1,1195,2,0.000727802037845706,0.0001284864857016152,0.004111086059672276,0.003973509933774834,0.003245707895929128,4.459602649006622,true,false,5,real
352,859,859,1,3270,80,28,2902,32,0.00856269113149847,0.005930942780246169,0.012347724520353742,0.01545598174038541,0.006893290608886939,22.54106029106029,true,false,2,real
1216,859,859,1,114,9,2,106,2,0.017543859649122806,0.004824418781068854,0.06171802645991867,0.01545598174038541,-0.0020878779087373962,0.0,false,false,2,real
1473,859,859,1,1924,126,43,1499,49,0.02234927234927235,0.01663439888378041,0.02996770027205591,0.01545598174038541,-0.006893290608886941,0.0,true,false,2,real
610,1239,653,3,2452,113,48,2142,50,0.01957585644371941,0.014796871138223276,0.025857813007649246,0.009787928221859706,-0.009787928221859706,0.0,true,false,2,real
668,1239,653,3,43,0,0,36,0,0.0,0.0,0.08200980322579117,0.009787928221859706,0.009787928221859706,0.4208809135399673,false,false,2,real
1144,1239,653,3,209,4,0,191,0,0.0,0.0,0.018048451847580686,0.009787928221859706,0.009787928221859706,2.0456769983686787,true,false,2,real
1180,1239,653,3,53,0,0,52,0,0.0,0.0,0.06758198857654187,0.009787928221859706,0.009787928221859706,0.5187601957585644,false,false,2,real
256,1257,395,2,5550,101,33,4779,38,0.005945945945945946,0.004237063906857025,0.00833827864451719,0.005945945945945946,0.0,0.0,true,false,5,real
1574,1257,395,2,1144,36,13,995,15,0.011363636363636364,0.00665288161449422,0.019345010856957015,0.005945945945945946,-0.005417690417690418,0.0,true,false,5,real
358,1257,395,2,613,16,8,562,8,0.013050570962479609,0.0066274394139506565,0.025538781803779973,0.005945945945945946,-0.007104625016533663,0.0,true,false,5,real
575,1257,395,2,5410,64,17,4883,21,0.003142329020332717,0.0019628998345068037,0.0050268613375791605,0.005945945945945946,0.002803616925613229,15.167567567567568,true,false,5,real
1079,1257,395,2,28,1,1,26,1,0.03571428571428571,0.006332519849037753,0.1771219774335332,0.005945945945945946,-0.029768339768339765,0.0,false,false,5,real
1233,1257,395,2,7932,113,40,6754,43,0.005042864346949067,0.0037056976474499,0.0068592133649171974,0.005945945945945946,0.000903081598996879,7.163243243243245,true,false,5,real
857,1272,140,3,689,5,2,530,2,0.002902757619738752,0.0007964021046239226,0.010521423526136258,0.02142310635042081,0.01852034873068206,12.760520275439939,true,false,3,real
830,1272,140,3,372,16,9,289,15,0.024193548387096774,0.012779483118382003,0.04533400678033142,0.02142310635042081,-0.0027704420366759623,0.0,true,false,3,real
808,1272,140,3,1307,65,28,940,44,0.02142310635042081,0.014862987946677274,0.03078819162047712,0.02142310635042081,0.0,0.0,true,false,3,real
1114,113,1532,2,3609,220,62,3147,91,0.017179274037129398,0.013424613457662622,0.02196068099210385,0.009779338014042127,-0.007399936023087271,0.0,true,false,3,real
282,113,1532,2,3988,131,39,3405,54,0.009779338014042127,0.007162168045193075,0.013340013633352962,0.009779338014042127,0.0,0.0,true,false,3,real
429,113,1532,2,5092,75,19,4604,26,0.0037313432835820895,0.0023901368102072097,0.005820765973722277,0.009779338014042127,0.006047994730460037,30.79638916750251,true,false,3,real
268,138,1600,4,435,32,10,390,10,0.022988505747126436,0.0125338997785663,0.041794282624171286,0.011494252873563218,-0.011494252873563218,0.0,true,false,2,real
1575,138,1600,4,306,2,0,290,0,0.0,0.0,0.012398143345036292,0.011494252873563218,0.011494252873563218,3.5172413793103448,true,false,2,real
1292,540,140,2,27,3,1,25,1,0.037037037037037035,0.006568145980785116,0.18283465933575843,,,0.0,false,false,0,real
745,540,140,2,37,3,1,36,2,0.02702702702702703,0.004786974451940436,0.13824069863730518,,,0.0,false,false,0,real
23,640,1600,3,580,23,6,525,9,0.010344827586206896,0.004749510360019869,0.02238364125393439,0.019641867169309234,0.009297039583102337,5.392282958199355,true,false,2,real
154,640,1600,3,311,10,9,278,10,0.028938906752411574,0.015298122356256038,0.05407475789435001,0.019641867169309234,-0.00929703958310234,0.0,true,false,2,real
1203,755,755,1,170,0,0,161,0,0.0,0.0,0.022097483803655452,0.0,0.0,0.0,false,false,1,real
1010,755,755,1,44,0,0,43,0,0.0,0.0,0.08029560375848066,0.0,0.0,0.0,false,false,1,real
353,755,755,1,263,0,0,254,0,0.0,0.0,0.014396034400619203,0.0,0.0,0.0,true,false,1,real
190,755,755,1,15,0,0,13,0,0.0,0.0,0.20388330103584862,0.0,0.0,0.0,false,false,1,real
1197,777,140,3,817,19,7,738,8,0.008567931456548347,0.004156387247933212,0.01757918498586576,0.01034928848641656,0.0017813570298682128,1.45536869340233,true,false,3,real
279,777,140,3,1199,52,21,1062,29,0.01751459549624687,0.011483815398868195,0.02662715798380737,0.01034928848641656,-0.007165307009830311,0.0,true,false,3,real
932,777,140,3,43,3,0,41,0,0.0,0.0,0.08200980322579117,0.01034928848641656,0.01034928848641656,0.4450194049159121,false,false,3,real
541,777,140,3,174,0,0,161,0,0.0,0.0,0.021600468451887907,0.01034928848641656,0.01034928848641656,1.8007761966364815,false,false,3,real
349,777,140,3,773,23,8,677,12,0.01034928848641656,0.0052532821048726815,0.020287912427683564,0.01034928848641656,0.0,0.0,true,false,3,real
667,777,140,3,44,0,0,35,0,0.0,0.0,0.08029560375848066,0.01034928848641656,0.01034928848641656,0.4553686934023286,false,false,3,real
67,835,1600,3,57,4,1,54,2,0.017543859649122806,0.0031036646514080893,0.09290749178567685,0.0072992700729927005,-0.010244589576130106,0.0,false,false,1,real
1176,835,1600,3,75,9,3,61,3,0.04,0.013696064260143935,0.11112987082403748,0.0072992700729927005,-0.0327007299270073,0.0,false,false,1,real
1111,835,1600,3,274,19,2,230,2,0.0072992700729927005,0.0020040107632030785,0.026218770869089733,0.0072992700729927005,0.0,0.0,true,false,1,real
1553,886,140,3,194,11,1,185,1,0.005154639175257732,0.0009105006415127791,0.028615458454797276,,,0.0,false,false,0,real
156,886,140,3,63,4,0,55,0,0.0,0.0,0.05747119958885172,,,0.0,false,false,0,real
1023,886,140,3,53,4,0,53,0,0.0,0.0,0.06758198857654187,,,0.0,false,false,0,real
217,908,140,4,974,37,16,869,16,0.01642710472279261,0.010136412639486846,0.02651723759939747,0.01642710472279261,0.0,0.0,true,false,3,real
510,908,140,4,16,0,0,16,0,0.0,0.0,0.1936076805344365,0.01642710472279261,0.01642710472279261,0.26283367556468173,false,false,3,real
719,908,140,4,503,23,5,468,5,0.009940357852882704,0.004253190738357408,0.023056056719220508,0.01642710472279261,0.006486746869909904,3.262833675564682,true,false,3,real
685,908,140,4,217,6,4,199,4,0.018433179723502304,0.007191070000421506,0.046428657400077414,0.01642710472279261,-0.0020060750007096957,0.0,true,false,3,real
1192,955,140,3,6752,277,94,5901,113,0.013921800947867298,0.01139064769346023,0.017005734902258967,0.005718129835183316,-0.008203671112683983,0.0,true,false,5,real
626,955,140,3,1364,28,6,1214,8,0.004398826979472141,0.0020175341347668666,0.009563821817371098,0.005718129835183316,0.0013193028557111752,1.799529095190043,true,false,5,real
1051,955,140,3,37829,1287,343,31667,418,0.009067117819662164,0.008160518807587395,0.01007341320017773,0.005718129835183316,-0.0033489879844788477,0.0,true,false,5,real
1213,955,140,3,1290,27,1,1130,1,0.0007751937984496124,0.00013685384912295818,0.004377964238418058,0.005718129835183316,0.004942936036733704,6.376387487386478,true,false,5,real
51,955,140,3,2973,63,17,2658,19,0.005718129835183316,0.003573242166857679,0.009138707510061093,0.005718129835183316,0.0,0.0,true,false,5,real
746,1200,395,2,1590,42,20,1250,25,0.012578616352201259,0.00815735972681667,0.019349428089540575,0.012578616352201259,0.0,0.0,true,false,1,real
1323,1200,395,2,36,0,0,34,0,0.0,0.0,0.09641862859446367,0.012578616352201259,0.012578616352201259,0.4528301886792453,false,false,1,real
85,1423,791,2,6,0,0,6,0,0.0,0.0,0.39033428790216534,0.01569544835618041,0.01569544835618041,0.09417269013708246,false,false,2,real
1100,1423,791,2,14,0,0,13,0,0.0,0.0,0.2153108027376358,0.01569544835618041,0.01569544835618041,0.21973627698652573,false,false,2,real
759,1423,791,2,57,2,0,50,0,0.0,0.0,0.06313883485297894,0.01569544835618041,0.01569544835618041,0.8946405563022833,false,false,2,real
240,1423,791,2,20,0,0,18,0,0.0,0.0,0.16112515805281938,0.01569544835618041,0.01569544835618041,0.31390896712360816,false,false,2,real
1405,1423,791,2,28,1,0,24,0,0.0,0.0,0.12064330476584562,0.01569544835618041,0.01569544835618041,0.43947255397305146,false,false,2,real
1070,1423,791,2,1561,61,23,1314,26,0.014734144778987828,0.009838009725862535,0.022012794417744428,0.01569544835618041,0.0009613035771925803,1.500594883997618,true,false,2,real
1250,1423,791,2,1681,78,28,1384,37,0.01665675193337299,0.011549152488042856,0.023968408234008812,0.01569544835618041,-0.0009613035771925821,0.0,true,false,2,real
155,1423,791,2,24,0,0,22,0,0.0,0.0,0.1379762046749802,0.01569544835618041,0.01569544835618041,0.37669076054832984,false,false,2,real
1500,1515,140,3,3799,163,60,3291,78,0.01579362990260595,0.012290099806260385,0.020275406844942164,0.014841259395747418,-0.0009523705068585301,0.0,true,false,4,real
239,1515,140,3,5733,86,22,5086,25,0.0038374324088609802,0.002535621204168014,0.005803716594183618,0.014841259395747418,0.011003826986886438,63.084940115819954,true,false,4,real
860,1515,140,3,1584,69,22,1423,28,0.013888888888888888,0.009189755914770975,0.020940115398846482,0.014841259395747418,0.0009523705068585301,1.5085548828639117,true,false,4,real
1154,1515,140,3,238,18,7,206,8,0.029411764705882353,0.014318648941541669,0.059454718568295116,0.014841259395747418,-0.014570505310134934,0.0,true,false,4,real
507,1546,1224,3,531,15,5,421,5,0.009416195856873822,0.0040285528779544656,0.021851001880597788,0.011058253481364858,0.0016420576244910359,0.87193259860474,true,false,6,real
390,1546,1224,3,1296,97,53,1016,59,0.04089506172839506,0.031400288871806056,0.05310344662248252,0.011058253481364858,-0.029836808247030205,0.0,true,false,6,real
1240,1546,1224,3,1122,59,12,899,12,0.0106951871657754,0.006128556675105764,0.01860090998519801,0.011058253481364858,0.0003630663155894578,0.40736040609137164,true,false,6,real
26,1546,1224,3,251,11,4,204,4,0.01593625498007968,0.006214298691276628,0.0402516840239838,0.011058253481364858,-0.004878001498714823,0.0,true,false,6,real
1006,1546,1224,3,1481,57,12,1252,14,0.008102633355840648,0.0046410863052755045,0.014109372644602316,0.011058253481364858,0.00295562012552421,4.377273405901355,true,false,6,real
822,1546,1224,3,2364,86,27,1880,30,0.011421319796954314,0.00786126437621033,0.01656666284215256,0.011058253481364858,-0.00036306631558945604,0.0,true,false,6,real
294,1687,250,3,19,0,0,19,0,0.0,0.0,0.16817922405261626,0.0,0.0,0.0,false,false,1,real
108,1687,250,3,3,0,0,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,0.0,false,false,1,real
906,1687,250,3,23,0,0,13,0,0.0,0.0,0.14311661845042686,0.0,0.0,0.0,false,false,1,real
733,1687,250,3,7,0,0,7,0,0.0,0.0,0.3543304350666874,0.0,0.0,0.0,false,false,1,real
1044,1687,250,3,17,0,0,16,0,0.0,0.0,0.1843181350088518,0.0,0.0,0.0,false,false,1,real
443,1687,250,3,56,0,0,47,0,0.0,0.0,0.0641939367187634,0.0,0.0,0.0,false,false,1,real
1512,1687,250,3,30,0,0,26,0,0.0,0.0,0.11351339317396876,0.0,0.0,0.0,false,false,1,real
79,1687,250,3,95,0,0,91,0,0.0,0.0,0.038864853539472964,0.0,0.0,0.0,false,false,1,real
749,1687,250,3,9,0,0,9,0,0.0,0.0,0.2991450484195441,0.0,0.0,0.0,false,false,1,real
272,1687,250,3,84,0,0,73,0,0.0,0.0,0.04373172841465989,0.0,0.0,0.0,false,false,1,real
68,1687,250,3,45,0,0,42,0,0.0,0.0,0.07865159873288836,0.0,0.0,0.0,false,false,1,real
922,1687,250,3,23,0,0,21,0,0.0,0.0,0.14311661845042686,0.0,0.0,0.0,false,false,1,real
403,1687,250,3,321,0,0,296,0,0.0,0.0,0.011825642067487858,0.0,0.0,0.0,true,false,1,real
853,1687,250,3,2,0,0,2,0,0.0,0.0,0.6576197724933469,0.0,0.0,0.0,false,false,1,real
32,1687,250,3,4,0,0,3,0,0.0,0.0,0.4898908364545973,0.0,0.0,0.0,false,false,1,real
1264,1687,250,3,116,0,0,100,0,0.0,0.0,0.032054506499638716,0.0,0.0,0.0,false,false,1,real
760,1698,1698,1,257,12,4,213,4,0.01556420233463035,0.006068827889100079,0.03932832206639876,0.01556420233463035,0.0,0.0,true,false,1,real
997,187,1600,4,642,31,8,546,10,0.012461059190031152,0.0063274453922020305,0.02439442690277979,0.012461059190031152,0.0,0.0,true,false,3,real
1053,187,1600,4,649,24,8,567,8,0.012326656394453005,0.006259058052751824,0.02413340332146319,0.012461059190031152,0.00013440279557814724,0.08722741433021756,true,false,3,real
804,187,1600,4,1890,95,31,1593,35,0.0164021164021164,0.011579037259471101,0.023187050743319785,0.012461059190031152,-0.003941057212085248,0.0,true,false,3,real
420,250,250,1,15,0,0,15,0,0.0,0.0,0.20388330103584862,0.004477611940298508,0.004477611940298508,0.06716417910447761,false,false,15,real
1086,250,250,1,105,1,0,89,0,0.0,0.0,0.035294076929109894,0.004477611940298508,0.004477611940298508,0.4701492537313433,false,false,15,real
1120,250,250,1,10267,242,54,9263,66,0.005259569494496932,0.004033562232012741,0.006855658409655682,0.004477611940298508,-0.0007819575541984239,0.0,true,false,15,real
1252,250,250,1,10,0,0,9,0,0.0,0.0,0.2775327998628892,0.004477611940298508,0.004477611940298508,0.04477611940298508,false,false,15,real
1485,250,250,1,95,4,2,85,2,0.021052631578947368,0.005792506864405531,0.07354119494708962,0.004477611940298508,-0.01657501963864886,0.0,false,false,15,real
238,250,250,1,1236,32,12,1083,14,0.009708737864077669,0.005562441483417955,0.016893218974312032,0.004477611940298508,-0.005231125923779161,0.0,true,false,15,real
457,250,250,1,670,66,3,621,9,0.004477611940298508,0.001523935869889706,0.013081070533126658,0.004477611940298508,0.0,0.0,true,false,15,real
642,250,250,1,4738,2,0,4400,0,0.0,0.0,0.0008101196242122999,0.004477611940298508,0.004477611940298508,21.214925373134328,true,false,15,real
74,250,250,1,1534,27,14,1416,18,0.009126466753585397,0.00544418872381178,0.01526110481477704,0.004477611940298508,-0.004648854813286889,0.0,true,false,15,real
543,250,250,1,203,0,0,181,0,0.0,0.0,0.018571996361832828,0.004477611940298508,0.004477611940298508,0.908955223880597,true,false,15,real
329,250,250,1,203,4,3,168,4,0.014778325123152709,0.005038469334549738,0.042541251272746154,0.004477611940298508,-0.0103007131828542,0.0,true,false,15,real
1402,250,250,1,2840,35,5,2337,8,0.0017605633802816902,0.0007522345953281557,0.004114935048662479,0.004477611940298508,0.0027170485600168173,7.7164179104477615,true,false,15,real
463,250,250,1,1912,0,0,1761,0,0.0,0.0,0.002005102668077115,0.004477611940298508,0.004477611940298508,8.561194029850746,true,false,15,real
1167,250,250,1,3889,97,22,3153,25,0.00565698122910774,0.003738827410053156,0.008550771158697014,0.004477611940298508,-0.0011793692888092322,0.0,true,false,15,real
1561,250,250,1,769,30,8,679,13,0.010403120936280884,0.005280654829476249,0.0203927334110704,0.004477611940298508,-0.005925508995982377,0.0,true,false,15,real
1613,250,250,1,21898,627,98,19423,115,0.004475294547447255,0.003673960081374537,0.005450453461497242,0.004477611940298508,2.317392851252341e-06,0.05074626865672376,true,false,15,real
678,250,250,1,732,17,4,671,4,0.00546448087431694,0.0021270209235755505,0.013965384143776854,0.004477611940298508,-0.0009868689340184322,0.0,true,false,15,real
